4, 1000, 0.000350374, 0.00840571943024893
4, 5000, 0.001438353, 0.00146188704144862
4, 10000, 0.002797145, 0.00261247950170388
4, 50000, 0.00772783, 0.000793436280462664
4, 100000, 0.012145975, 0.000529239074930083
4, 500000, 0.0612772, 0.000199053944658452
4, 1000000, 0.096348317, 0.00015395171911938
4, 5000000, 0.489707715, 9.56635474650187e-06
4, 10000000, 0.97619815, 8.08018219411835e-05
4, 50000000, 4.792697474, 1.55864924598249e-05
4, 100000000, 9.620173728, 1.36575345495416e-05
4, 500000000, 48.117461683, 2.38363500069883e-06
4, 1000000000, 96.190160798, 3.97861248443522
4, 1200000000, 115.590250368, 2.32374131256307
